packet_no,timestamp,src_ip,dst_ip,src_port,dst_port,transport_proto,tcp_seq,tcp_flags,additional,bytes_transferred
6545,1728941770741,192.168.29.130,172.253.122.95,33508,443,TCP,3954310171,PA,'',1299
6546,1728941770741,172.253.122.95,192.168.29.130,443,33508,TCP,1410282353,A,'',60
6547,1728941770742,192.168.29.130,172.253.122.95,33508,443,TCP,3954311416,PA,'',60
6548,1728941770742,192.168.29.130,172.253.122.95,33508,443,TCP,3954311422,PA,'',689
6549,1728941770742,172.253.122.95,192.168.29.130,443,33508,TCP,1410282353,A,'',60
6550,1728941770742,172.253.122.95,192.168.29.130,443,33508,TCP,1410282353,A,'',60
6551,1728941770747,34.234.212.125,192.168.29.130,443,51198,TCP,1212954418,PA,'',294
6552,1728941770748,192.168.29.130,23.221.227.110,40106,443,TCP,3358424732,PA,'',134
6553,1728941770748,23.221.227.110,192.168.29.130,443,40106,TCP,1005529542,A,'',60
6554,1728941770749,192.168.29.130,23.221.227.110,40106,443,TCP,3358424812,PA,'',538
6555,1728941770749,23.221.227.110,192.168.29.130,443,40106,TCP,1005529542,A,'',60
6556,1728941770754,192.168.29.130,192.168.29.2,53849,53,UDP,N/A,N/A,'',88
6557,1728941770754,192.168.29.130,192.168.29.2,53849,53,UDP,N/A,N/A,'',88
6558,1728941770754,192.168.29.130,192.168.29.2,47817,53,UDP,N/A,N/A,'',71
6559,1728941770754,192.168.29.130,192.168.29.2,47817,53,UDP,N/A,N/A,'',71
6560,1728941770754,192.168.29.130,23.221.227.110,40110,443,TCP,372615982,S,'',74
6561,1728941770756,192.168.29.130,3.162.100.204,37346,80,TCP,3360350855,PA,'',494
6562,1728941770756,3.162.100.204,192.168.29.130,80,37346,TCP,580851777,A,'',60
6563,1728941770758,13.249.39.103,192.168.29.130,443,46642,TCP,1826380945,PA,'',4374
6564,1728941770758,192.168.29.130,13.249.39.103,46642,443,TCP,2938409590,A,'',54
6565,1728941770760,13.249.39.103,192.168.29.130,443,46642,TCP,1826385265,PA,'',1700
6566,1728941770760,192.168.29.130,13.249.39.103,46642,443,TCP,2938409590,A,'',54
6567,1728941770763,192.168.29.130,13.249.39.103,46642,443,TCP,2938409590,PA,'',118
6568,1728941770763,13.249.39.103,192.168.29.130,443,46642,TCP,1826386911,A,'',60
6569,1728941770763,192.168.29.130,13.249.39.103,46642,443,TCP,2938409654,PA,'',224
6570,1728941770763,192.168.29.130,13.249.39.103,46642,443,TCP,2938409824,PA,'',349
6571,1728941770763,13.249.39.103,192.168.29.130,443,46642,TCP,1826386911,A,'',60
6572,1728941770763,13.249.39.103,192.168.29.130,443,46642,TCP,1826386911,A,'',60
6573,1728941770765,23.221.227.110,192.168.29.130,443,40106,TCP,1005529542,PA,'',628
6574,1728941770767,192.168.29.130,104.18.167.224,57480,443,UDP,N/A,N/A,'',561
6575,1728941770767,172.253.122.95,192.168.29.130,443,33508,TCP,1410282353,PA,'',884
6576,1728941770767,192.168.29.130,172.253.122.95,33508,443,TCP,3954312057,A,'',54
6577,1728941770768,192.168.29.130,142.250.31.156,44740,443,UDP,N/A,N/A,'',269
6578,1728941770768,192.168.29.130,172.253.122.95,33508,443,TCP,3954312057,PA,'',138
6579,1728941770768,172.253.122.95,192.168.29.130,443,33508,TCP,1410283183,A,'',60
6580,1728941770768,192.168.29.130,172.253.122.95,33508,443,TCP,3954312141,PA,'',85
6581,1728941770769,23.221.227.110,192.168.29.130,443,40110,TCP,916271191,SA,'',60
6582,1728941770769,192.168.29.130,23.221.227.110,40110,443,TCP,372615983,A,'',54
6583,1728941770769,172.253.122.95,192.168.29.130,443,33508,TCP,1410283183,A,'',60
6584,1728941770769,192.168.29.130,3.162.100.204,37358,80,TCP,2294835914,S,'',74
6585,1728941770769,192.168.29.2,192.168.29.130,53,47817,UDP,N/A,N/A,'',103
6586,1728941770769,192.168.29.2,192.168.29.130,53,53849,UDP,N/A,N/A,'',148
6587,1728941770769,192.168.29.2,192.168.29.130,53,53849,UDP,N/A,N/A,'',120
6588,1728941770779,192.168.29.130,172.253.63.132,42813,443,UDP,N/A,N/A,'',252
6589,1728941770820,192.168.29.130,44.196.175.224,51780,443,TCP,2295911516,A,'',54
6590,1728941770820,192.168.29.130,34.234.212.125,51198,443,TCP,1960301600,A,'',54
6591,1728941770820,192.168.29.130,23.221.227.110,40106,443,TCP,3358425296,A,'',54
6592,1728941770820,192.168.29.2,192.168.29.130,53,47817,UDP,N/A,N/A,'',127
6593,1728941770820,13.249.39.103,192.168.29.130,443,46642,TCP,1826386911,PA,'',262
6594,1728941770820,3.162.100.204,192.168.29.130,80,37346,TCP,580851777,PA,'',998
6595,1728941770820,3.162.100.204,192.168.29.130,80,37358,TCP,1138370543,SA,'',60
6596,1728941770820,23.221.227.110,192.168.29.130,443,40106,TCP,1005530116,PA,'',360
6597,1728941770820,172.253.122.95,192.168.29.130,443,33508,TCP,1410283183,PA,'',85
6598,1728941770820,104.18.167.224,192.168.29.130,443,57480,UDP,N/A,N/A,'',69
6599,1728941770820,172.253.122.95,192.168.29.130,443,33508,TCP,1410283214,PA,'',635
6600,1728941770820,192.168.29.130,3.162.100.204,37346,80,TCP,3360351295,A,'',54
6601,1728941770820,192.168.29.130,3.162.100.204,37358,80,TCP,2294835915,A,'',54
6602,1728941770820,192.168.29.130,23.221.227.110,40106,443,TCP,3358425296,A,'',54
6603,1728941770820,13.249.39.103,192.168.29.130,443,46642,TCP,1826387119,PA,'',85
6604,1728941770820,13.249.39.103,192.168.29.130,443,46642,TCP,1826387150,PA,'',5821
6605,1728941770820,142.250.31.156,192.168.29.130,443,44740,UDP,N/A,N/A,'',183
6606,1728941770820,142.250.31.156,192.168.29.130,443,44740,UDP,N/A,N/A,'',66
6607,1728941770820,104.18.167.224,192.168.29.130,443,57480,UDP,N/A,N/A,'',300
6608,1728941770820,192.168.29.130,13.249.39.103,46642,443,TCP,2938410119,A,'',54
6609,1728941770820,104.18.167.224,192.168.29.130,443,57480,UDP,N/A,N/A,'',126
6610,1728941770820,162.19.138.118,192.168.29.130,443,34714,TCP,637562731,PA,'',102
6611,1728941770820,162.19.138.118,192.168.29.130,443,34714,TCP,637562779,PA,'',1313
6612,1728941770822,192.168.29.130,34.192.42.219,58014,443,TCP,2563478541,PA,'',199
6613,1728941770822,192.168.29.130,34.192.42.219,58014,443,TCP,2563478686,PA,'',1603
6614,1728941770823,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6615,1728941770823,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6616,1728941770823,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6617,1728941770823,192.168.29.130,207.65.37.179,46000,443,TCP,2003040495,PA,'',149
6618,1728941770823,192.168.29.130,207.65.37.179,46000,443,TCP,2003040590,PA,'',1661
6619,1728941770823,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,A,'',60
6620,1728941770823,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,A,'',60
6621,1728941770823,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,A,'',60
6622,1728941770823,192.168.29.130,68.67.181.211,43992,443,TCP,4174886313,PA,'',143
6623,1728941770823,192.168.29.130,68.67.181.211,43992,443,TCP,4174886402,PA,'',1697
6624,1728941770824,68.67.181.211,192.168.29.130,443,43992,TCP,1161060487,A,'',60
6625,1728941770824,68.67.181.211,192.168.29.130,443,43992,TCP,1161060487,A,'',60
6626,1728941770824,68.67.181.211,192.168.29.130,443,43992,TCP,1161060487,A,'',60
6627,1728941770824,192.168.29.130,104.18.167.224,57480,443,UDP,N/A,N/A,'',85
6628,1728941770824,192.168.29.130,68.67.181.211,43992,443,TCP,4174888045,PA,'',1358
6629,1728941770825,68.67.181.211,192.168.29.130,443,43992,TCP,1161060487,A,'',60
6630,1728941770825,192.168.29.130,69.173.146.10,59738,443,TCP,2677151356,PA,'',2932
6631,1728941770825,192.168.29.130,207.65.37.179,46000,443,TCP,2003042197,PA,'',3732
6632,1728941770825,69.173.146.10,192.168.29.130,443,59738,TCP,235761098,A,'',60
6633,1728941770825,69.173.146.10,192.168.29.130,443,59738,TCP,235761098,A,'',60
6634,1728941770825,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,A,'',60
6635,1728941770825,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,A,'',60
6636,1728941770825,192.168.29.130,34.192.42.219,58014,443,TCP,2563480235,PA,'',6125
6637,1728941770825,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,A,'',60
6638,1728941770825,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6639,1728941770825,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6640,1728941770825,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6641,1728941770825,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6642,1728941770825,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,A,'',60
6643,1728941770825,192.168.29.130,54.221.140.171,57382,443,TCP,4102604377,PA,'',3547
6644,1728941770825,54.221.140.171,192.168.29.130,443,57382,TCP,1535345244,A,'',60
6645,1728941770825,54.221.140.171,192.168.29.130,443,57382,TCP,1535345244,A,'',60
6646,1728941770826,54.221.140.171,192.168.29.130,443,57382,TCP,1535345244,A,'',60
6647,1728941770826,192.168.29.130,142.250.31.156,44740,443,UDP,N/A,N/A,'',78
6648,1728941770826,192.168.29.130,162.19.138.118,34714,443,TCP,3761146130,A,'',54
6649,1728941770827,192.168.29.130,13.249.39.103,46642,443,TCP,2938410119,PA,'',85
6650,1728941770827,13.249.39.103,192.168.29.130,443,46642,TCP,1826392917,A,'',60
6651,1728941770827,192.168.29.130,172.253.122.95,33508,443,TCP,3954312172,PA,'',93
6652,1728941770827,172.253.122.95,192.168.29.130,443,33508,TCP,1410283795,A,'',60
6653,1728941770830,192.168.29.130,23.221.227.110,40110,443,TCP,372615983,PA,'',722
6654,1728941770831,23.221.227.110,192.168.29.130,443,40110,TCP,916271192,A,'',60
6655,1728941770832,192.168.29.130,172.253.62.157,50799,443,UDP,N/A,N/A,'',1399
6656,1728941770833,192.168.29.130,104.18.36.155,59703,443,UDP,N/A,N/A,'',1399
6657,1728941770833,192.168.29.130,104.18.36.155,59703,443,UDP,N/A,N/A,'',1399
6658,1728941770833,192.168.29.130,104.18.36.155,59703,443,UDP,N/A,N/A,'',1399
6659,1728941770834,192.168.29.130,35.186.253.211,44015,443,UDP,N/A,N/A,'',1399
6660,1728941770834,192.168.29.130,35.186.253.211,44015,443,UDP,N/A,N/A,'',1399
6661,1728941770834,192.168.29.130,35.186.253.211,44015,443,UDP,N/A,N/A,'',1399
6662,1728941770834,192.168.29.130,3.162.100.204,37346,80,TCP,3360351295,PA,'',494
6663,1728941770834,3.162.100.204,192.168.29.130,80,37346,TCP,580852721,A,'',60
6664,1728941770835,192.168.29.130,172.253.122.95,33508,443,TCP,3954312211,PA,'',78
6665,1728941770835,192.168.29.130,172.253.122.95,33508,443,TCP,3954312235,FA,'',54
6666,1728941770835,172.253.122.95,192.168.29.130,443,33508,TCP,1410283795,A,'',60
6667,1728941770835,172.253.122.95,192.168.29.130,443,33508,TCP,1410283795,A,'',60
6668,1728941770837,192.168.29.130,104.18.36.155,59703,443,UDP,N/A,N/A,'',1399
6669,1728941770837,192.168.29.130,104.18.36.155,59703,443,UDP,N/A,N/A,'',317
6670,1728941770838,172.253.63.132,192.168.29.130,443,42813,UDP,N/A,N/A,'',171
6671,1728941770838,192.168.29.130,172.253.63.132,42813,443,UDP,N/A,N/A,'',78
6672,1728941770839,192.168.29.130,35.186.253.211,44015,443,UDP,N/A,N/A,'',1399
6673,1728941770839,192.168.29.130,35.186.253.211,44015,443,UDP,N/A,N/A,'',154
6674,1728941770841,192.168.29.130,44.196.175.224,51780,443,TCP,2295911516,PA,'',231
6675,1728941770841,192.168.29.130,44.196.175.224,51780,443,TCP,2295911693,PA,'',434
6676,1728941770841,44.196.175.224,192.168.29.130,443,51780,TCP,1687322813,A,'',60
6677,1728941770841,44.196.175.224,192.168.29.130,443,51780,TCP,1687322813,A,'',60
6678,1728941770847,192.168.29.130,13.249.39.103,55886,443,UDP,N/A,N/A,'',1399
6679,1728941770847,192.168.29.130,44.196.175.224,51780,443,TCP,2295912073,PA,'',92
6680,1728941770847,44.196.175.224,192.168.29.130,443,51780,TCP,1687322813,A,'',60
6681,1728941770851,142.250.31.156,192.168.29.130,443,44740,UDP,N/A,N/A,'',177
6682,1728941770851,68.67.181.211,192.168.29.130,443,43992,TCP,1161060487,PA,'',96
6683,1728941770851,34.192.42.219,192.168.29.130,443,58014,TCP,253442303,PA,'',102
6684,1728941770851,192.168.29.130,68.67.181.211,43992,443,TCP,4174889349,A,'',54
6685,1728941770851,192.168.29.130,34.192.42.219,58014,443,TCP,2563486306,A,'',54
6686,1728941770852,192.168.29.130,142.250.31.156,44740,443,UDP,N/A,N/A,'',75
6687,1728941770856,192.168.29.130,64.233.180.157,43668,443,UDP,N/A,N/A,'',824
6688,1728941770856,192.168.29.130,172.253.62.157,58266,443,TCP,173471107,S,'',74
6689,1728941770862,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',1110
6690,1728941770875,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',767
6691,1728941770877,142.250.31.156,192.168.29.130,443,44740,UDP,N/A,N/A,'',69
6692,1728941770894,23.47.27.153,192.168.29.130,443,52190,TCP,1003070222,PA,'',1374
6693,1728941770894,172.253.62.157,192.168.29.130,443,58266,TCP,2110004282,SA,'',60
6694,1728941770894,104.18.36.155,192.168.29.130,443,59703,UDP,N/A,N/A,'',68
6695,1728941770894,192.168.29.130,172.253.62.157,58266,443,TCP,173471108,A,'',54
6696,1728941770895,23.221.227.110,192.168.29.130,443,40110,TCP,916271192,PA,'',3698
6697,1728941770895,44.196.175.224,192.168.29.130,443,51780,TCP,1687322813,PA,'',92
6698,1728941770895,3.167.118.152,192.168.29.130,443,54600,TCP,166817555,PA,'',635
6699,1728941770895,192.168.29.130,23.221.227.110,40110,443,TCP,372616651,A,'',54
6700,1728941770895,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6701,1728941770895,192.168.29.130,3.167.118.152,54600,443,TCP,3456907167,A,'',54
6702,1728941770895,104.18.36.155,192.168.29.130,443,59703,UDP,N/A,N/A,'',68
6703,1728941770895,104.18.36.155,192.168.29.130,443,59703,UDP,N/A,N/A,'',68
6704,1728941770895,35.186.253.211,192.168.29.130,443,44015,UDP,N/A,N/A,'',72
6705,1728941770895,34.192.42.219,192.168.29.130,443,58014,TCP,253442351,PA,'',102
6706,1728941770895,192.168.29.130,34.192.42.219,58014,443,TCP,2563486306,A,'',54
6707,1728941770895,172.253.62.157,192.168.29.130,443,50799,UDP,N/A,N/A,'',1399
6708,1728941770895,35.186.253.211,192.168.29.130,443,44015,UDP,N/A,N/A,'',68
6709,1728941770895,172.253.62.157,192.168.29.130,443,50799,UDP,N/A,N/A,'',1399
6710,1728941770895,172.253.62.157,192.168.29.130,443,50799,UDP,N/A,N/A,'',1399
6711,1728941770907,172.253.122.95,192.168.29.130,443,33508,TCP,1410283795,FPA,'',60
6712,1728941770907,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',74
6713,1728941770907,13.249.39.103,192.168.29.130,443,55886,UDP,N/A,N/A,'',1242
6714,1728941770907,13.249.39.103,192.168.29.130,443,55886,UDP,N/A,N/A,'',1242
6715,1728941770907,13.249.39.103,192.168.29.130,443,55886,UDP,N/A,N/A,'',1242
6716,1728941770907,13.249.39.103,192.168.29.130,443,55886,UDP,N/A,N/A,'',1242
6717,1728941770907,192.168.29.130,172.253.122.95,33508,443,TCP,3954312236,A,'',54
6718,1728941770907,23.220.124.15,192.168.29.130,443,46758,TCP,10805310,PA,'',264
6719,1728941770907,54.221.140.171,192.168.29.130,443,57382,TCP,1535345244,PA,'',449
6720,1728941770907,3.162.100.204,192.168.29.130,80,37346,TCP,580852721,PA,'',998
6721,1728941770907,192.168.29.130,23.220.124.15,46758,443,TCP,1993484681,A,'',54
6722,1728941770914,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',81
6723,1728941770914,44.196.175.224,192.168.29.130,443,51780,TCP,1687322851,PA,'',2881
6724,1728941770914,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6725,1728941770918,64.233.180.157,192.168.29.130,443,43668,UDP,N/A,N/A,'',408
6726,1728941770918,64.233.180.157,192.168.29.130,443,43668,UDP,N/A,N/A,'',67
6727,1728941770919,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',81
6728,1728941770919,44.196.175.224,192.168.29.130,443,51780,TCP,1687325678,PA,'',2974
6729,1728941770919,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6730,1728941770919,44.196.175.224,192.168.29.130,443,51780,TCP,1687328598,PA,'',2974
6731,1728941770919,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6732,1728941770920,44.196.175.224,192.168.29.130,443,51780,TCP,1687331518,PA,'',2974
6733,1728941770920,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6734,1728941770920,44.196.175.224,192.168.29.130,443,51780,TCP,1687334438,PA,'',2974
6735,1728941770920,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6736,1728941770921,172.253.63.132,192.168.29.130,443,42813,UDP,N/A,N/A,'',69
6737,1728941770921,35.186.253.211,192.168.29.130,443,44015,UDP,N/A,N/A,'',69
6738,1728941770925,192.168.29.130,64.233.180.157,43668,443,UDP,N/A,N/A,'',80
6739,1728941770927,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',80
6740,1728941770928,192.168.29.130,35.186.253.211,44015,443,UDP,N/A,N/A,'',73
6741,1728941770932,44.196.175.224,192.168.29.130,443,51780,TCP,1687337358,PA,'',781
6742,1728941770932,192.168.29.130,44.196.175.224,51780,443,TCP,2295912111,A,'',54
6743,1728941770935,192.168.29.130,23.47.27.153,52190,443,TCP,4136199496,A,'',54
6744,1728941770941,192.168.29.130,172.253.62.157,50799,443,UDP,N/A,N/A,'',84
6745,1728941770947,192.168.29.130,13.249.39.103,55886,443,UDP,N/A,N/A,'',96
6746,1728941770948,192.168.29.130,172.253.62.157,58266,443,TCP,173471108,PA,'',730
6747,1728941770948,172.253.62.157,192.168.29.130,443,58266,TCP,2110004283,A,'',60
6748,1728941770952,192.168.29.130,3.162.100.204,37346,80,TCP,3360351735,A,'',54
6749,1728941770952,192.168.29.130,54.221.140.171,57382,443,TCP,4102607870,A,'',54
6750,1728941770957,207.65.37.179,192.168.29.130,443,46000,TCP,751777481,PA,'',130
6751,1728941770957,192.168.29.130,207.65.37.179,46000,443,TCP,2003045875,A,'',54
6752,1728941770963,172.253.62.157,192.168.29.130,443,50799,UDP,N/A,N/A,'',1399
6753,1728941770963,172.253.62.157,192.168.29.130,443,50799,UDP,N/A,N/A,'',550
6754,1728941770964,13.249.39.103,192.168.29.130,443,55886,UDP,N/A,N/A,'',1047
6755,1728941770966,64.233.180.157,192.168.29.130,443,43668,UDP,N/A,N/A,'',70
6756,1728941770966,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',70
6757,1728941770968,192.168.29.130,172.253.62.157,50799,443,UDP,N/A,N/A,'',85
6758,1728941770970,172.253.62.157,192.168.29.130,443,58266,TCP,2110004283,PA,'',4401
6759,1728941770970,192.168.29.130,172.253.62.157,58266,443,TCP,173471784,A,'',54
6760,1728941770972,192.168.29.130,13.249.39.103,55886,443,UDP,N/A,N/A,'',97
6761,1728941770972,192.168.29.130,23.221.227.110,40110,443,TCP,372616651,PA,'',134
6762,1728941770972,23.221.227.110,192.168.29.130,443,40110,TCP,916274836,A,'',60
6763,1728941770987,192.168.29.130,162.19.138.118,34714,443,TCP,3761146130,PA,'',292
6764,1728941771023,23.221.227.110,192.168.29.130,443,40110,TCP,916274836,PA,'',628
6765,1728941771023,34.192.42.219,192.168.29.130,443,58014,TCP,253442399,PA,'',475
6766,1728941771023,162.19.138.118,192.168.29.130,443,34714,TCP,637564038,A,'',60
6767,1728941771023,192.168.29.130,23.221.227.110,40110,443,TCP,372616731,A,'',54
6768,1728941771023,192.168.29.130,34.192.42.219,58014,443,TCP,2563486306,A,'',54
6769,1728941771024,192.168.29.130,13.249.39.103,46642,443,TCP,2938410150,PA,'',165
6770,1728941771025,13.249.39.103,192.168.29.130,443,46642,TCP,1826392917,A,'',60
6771,1728941771025,192.168.29.130,34.234.212.125,51198,443,TCP,1960301600,PA,'',231
6772,1728941771025,192.168.29.130,34.234.212.125,51198,443,TCP,1960301777,PA,'',739
6773,1728941771025,34.234.212.125,192.168.29.130,443,51198,TCP,1212954658,A,'',60
6774,1728941771025,34.234.212.125,192.168.29.130,443,51198,TCP,1212954658,A,'',60
6775,1728941771035,192.168.29.130,34.234.212.125,51198,443,TCP,1960302462,PA,'',92
6776,1728941771035,34.234.212.125,192.168.29.130,443,51198,TCP,1212954658,A,'',60
6777,1728941771039,192.168.29.130,172.253.62.157,50799,443,UDP,N/A,N/A,'',173
6778,1728941771039,192.168.29.130,172.253.62.157,50799,443,UDP,N/A,N/A,'',109
6779,1728941771039,13.249.39.103,192.168.29.130,443,46642,TCP,1826392917,PA,'',4374
6780,1728941771039,192.168.29.130,13.249.39.103,46642,443,TCP,2938410261,A,'',54
6781,1728941771040,13.249.39.103,192.168.29.130,443,46642,TCP,1826397237,PA,'',1494
6782,1728941771041,13.249.39.103,192.168.29.130,443,46642,TCP,1826398677,PA,'',2934
6783,1728941771041,192.168.29.130,13.249.39.103,46642,443,TCP,2938410261,A,'',54
6784,1728941771041,13.249.39.103,192.168.29.130,443,46642,TCP,1826401557,PA,'',2934
6785,1728941771041,13.249.39.103,192.168.29.130,443,46642,TCP,1826404437,PA,'',1494
6786,1728941771041,13.249.39.103,192.168.29.130,443,46642,TCP,1826405877,PA,'',2934
6787,1728941771041,13.249.39.103,192.168.29.130,443,46642,TCP,1826408757,PA,'',1494
6788,1728941771042,192.168.29.130,13.249.39.103,46642,443,TCP,2938410261,A,'',54
6789,1728941771042,13.249.39.103,192.168.29.130,443,46642,TCP,1826410197,A,'',1514
6790,1728941771042,13.249.39.103,192.168.29.130,443,46642,TCP,1826411657,PA,'',7234
6791,1728941771042,13.249.39.103,192.168.29.130,443,46642,TCP,1826418837,PA,'',2934
6792,1728941771042,34.234.212.125,192.168.29.130,443,51198,TCP,1212954658,PA,'',92
6793,1728941771042,192.168.29.130,34.234.212.125,51198,443,TCP,1960302500,A,'',54
6794,1728941771043,192.168.29.130,172.253.62.157,50799,443,UDP,N/A,N/A,'',1024
6795,1728941771044,192.168.29.130,172.253.62.157,58266,443,TCP,173471784,PA,'',118
6796,1728941771044,172.253.62.157,192.168.29.130,443,58266,TCP,2110008630,A,'',60
6797,1728941771044,192.168.29.130,13.249.39.103,46642,443,TCP,2938410261,A,'',54
6798,1728941771044,192.168.29.130,172.253.62.157,58266,443,TCP,173471848,PA,'',224
6799,1728941771044,172.253.62.157,192.168.29.130,443,58266,TCP,2110008630,A,'',60
6800,1728941771047,13.249.39.103,192.168.29.130,443,46642,TCP,1826421717,PA,'',4374
6801,1728941771047,192.168.29.130,13.249.39.103,46642,443,TCP,2938410261,A,'',54
6802,1728941771047,13.249.39.103,192.168.29.130,443,46642,TCP,1826426037,PA,'',5814
